header_id	DOTH41b_SF_C	DOTH42b_SF_C	DOTH43b_SF_C	DOTH44b_SF_C	DOTH45b_SF_C	DOTH46b_SF_C
>HMPREF9126_0225 glycine reductase, subunit ABC [Parvimonas sp. oral taxon 110 str. F0139]	NA	NA	4458270	3661610	NA	NA
>HMPREF9126_0226 glycine/sarcosine/betaine reductase complex protein A [Parvimonas sp. oral taxon 110 str. F0139]	NA	NA	872259	667456	NA	NA
>HMPREF9126_0558 L-asparaginase, type I [Parvimonas sp. oral taxon 110 str. F0139]	NA	NA	2196580	NA	NA	NA
>HMPREF9126_0643 efflux ABC transporter, permease protein [Parvimonas sp. oral taxon 110 str. F0139]	NA	NA	NA	590158	1693180	NA
>HMPREF9126_0683 exodeoxyribonuclease VII, small subunit [Parvimonas sp. oral taxon 110 str. F0139]	NA	NA	NA	NA	NA	NA
>HMPREF9126_1171 acetyltransferase, GNAT family [Parvimonas sp. oral taxon 110 str. F0139]	418345	390195	179020	122713	86709.4	312575
>HMPREF9127_1399 glycine cleavage system H protein [Parvimonas sp. oral taxon 393 str. F0440]	3044140	3151240	4458270	3661610	NA	933554
>HMPREF9129_0240 IclR family transcriptional regulator [Peptoniphilus indolicus ATCC 29427]	NA	NA	NA	NA	NA	NA
>HMPREF9129_0257 hypothetical protein [Peptoniphilus indolicus ATCC 29427]	NA	NA	NA	254255000	238656000	NA
>HMPREF9129_0456 bifunctional purine biosynthesis protein PurH [Peptoniphilus indolicus ATCC 29427]	NA	NA	NA	NA	NA	NA
>HMPREF9129_1249 fructose-6-phosphate aldolase 2 [Peptoniphilus indolicus ATCC 29427]	299773	317936	353791	959117	1207080	692965
>HMPREF9129_1644 phage membrane protein [Peptoniphilus indolicus ATCC 29427]	29395600	25332100	53757100	16305900	NA	NA
>HMPREF9129_2029 ABC superfamily ATP binding cassette transporter, ABC protein [Peptoniphilus indolicus ATCC 29427]	NA	NA	35987900	26133700	26683900	29120700
>HMPREF9129_2164 YbaK/prolyl-tRNA synthetase domain protein [Peptoniphilus indolicus ATCC 29427]	2201470	2332140	15988300	1021610	NA	3610780
>HMPREF9130_0242 sodium:neurotransmitter symporter domain protein [Peptoniphilus sp. oral taxon 375 str. F0436]	NA	NA	NA	NA	NA	3378340
>HMPREF9130_0440 3-methyladenine DNA glycosylase [Peptoniphilus sp. oral taxon 375 str. F0436]	NA	NA	868292	1973880	1231780	1791070
>HMPREF9130_1187 hypothetical protein [Peptoniphilus sp. oral taxon 375 str. F0436]	NA	NA	NA	NA	NA	NA
>HMPREF9130_1458 Na+/H+ antiporter NhaC [Peptoniphilus sp. oral taxon 375 str. F0436]	NA	NA	NA	NA	NA	NA
>HMPREF9130_1852 ATPase/histidine kinase/DNA gyrase B/HSP90 domain protein [Peptoniphilus sp. oral taxon 375 str. F0436]	NA	NA	NA	8033970	NA	NA
>HMPREF9130_1870 phosphoglycerate mutase family protein [Peptoniphilus sp. oral taxon 375 str. F0436]	NA	NA	NA	8161910	12130900	NA
>HMPREF9130_1992 DNA polymerase III, alpha subunit, Gram-positive type [Peptoniphilus sp. oral taxon 375 str. F0436]	NA	231415000	78738100	100081000	47450500	32866100
>HMPREF9130_2046 putative chromosome segregation protein SMC [Peptoniphilus sp. oral taxon 375 str. F0436]	NA	65186000	NA	NA	NA	NA
>HMPREF9131_0233 response regulator protein VraR [Peptoniphilus sp. oral taxon 836 str. F0141]	NA	NA	5498630	NA	NA	NA
>HMPREF9131_1039 transcriptional regulator, LuxR family [Peptoniphilus sp. oral taxon 836 str. F0141]	NA	NA	NA	NA	NA	NA
>HMPREF9131_1040 transcriptional regulator, LacI family [Peptoniphilus sp. oral taxon 836 str. F0141]	166294000	NA	65652400	46707700	13077300	NA
>HMPREF9131_1654 DNA-directed RNA polymerase, beta' subunit [Peptoniphilus sp. oral taxon 836 str. F0141]	NA	NA	NA	NA	NA	NA
>HMPREF9134_00401 S-adenosylmethionine-dependent methyltransferase, YraL family [Porphyromonas catoniae F0037]	NA	NA	NA	NA	NA	126325
>HMPREF9134_01653 MutS2 family protein [Porphyromonas catoniae F0037]	NA	NA	463393	263867	NA	218661
>HMPREF9135_0533 peptidase, M23 family [Prevotella baroniae F0067]	NA	NA	1825880	NA	NA	NA
>HMPREF9135_0576 5-nitroimidazole antibiotic resistance protein NimB [Prevotella baroniae F0067]	2286660	NA	NA	NA	NA	NA
>HMPREF9135_0648 hypothetical protein [Prevotella baroniae F0067]	623732000	578376000	460179000	254255000	238656000	250160000
>HMPREF9135_0867 glycoside hydrolase, family 26 [Prevotella baroniae F0067]	119861000	102402000	64796400	21625500	NA	1516700
>HMPREF9135_1119 carbohydrate kinase, PfkB family [Prevotella baroniae F0067]	NA	NA	NA	NA	NA	NA
>HMPREF9135_1468 sigma-70, region 4 [Prevotella baroniae F0067]	NA	NA	NA	NA	NA	NA
>HMPREF9135_1623 peptidase C10 family protein [Prevotella baroniae F0067]	NA	NA	1312760	NA	NA	NA
>HMPREF9135_2212 alpha amylase, C-terminal all-beta domain protein [Prevotella baroniae F0067]	NA	NA	NA	NA	NA	NA
>HMPREF9135_2345 shikimate kinase [Prevotella baroniae F0067]	5276600	NA	327116	NA	980716	420562
>HMPREF9136_0154 DNA repair protein RecN [Prevotella dentalis DSM 3688]	NA	NA	NA	NA	NA	NA
>HMPREF9136_0208 glycosyltransferase [Prevotella dentalis DSM 3688]	15493800	31170200	8092420	NA	NA	NA
>HMPREF9136_0251 hypothetical protein [Prevotella dentalis DSM 3688]	NA	NA	NA	NA	NA	NA
>HMPREF9136_0340 glutathione peroxidase [Prevotella dentalis DSM 3688]	NA	4011390	23019600	6354480	1332160	11938800
>HMPREF9136_0388 TonB family domain protein [Prevotella dentalis DSM 3688]	NA	NA	NA	3442090	996220	3221940
>HMPREF9136_1118 hypothetical protein [Prevotella dentalis DSM 3688]	NA	NA	460179000	254255000	NA	250160000
>HMPREF9136_1598 ATP synthase F1 sector beta subunit [Prevotella dentalis DSM 3688]	NA	NA	NA	NA	NA	NA
>HMPREF9136_1800 alpha-galactosidase [Prevotella dentalis DSM 3688]	NA	NA	NA	4987790	NA	3679070
>HMPREF9136_1829 hypothetical protein [Prevotella dentalis DSM 3688]	623732000	578376000	460179000	254255000	238656000	250160000
>HMPREF9136_1928 alanine dehydrogenase [Prevotella dentalis DSM 3688]	130142000	106065000	18183400	1104090	NA	NA
>HMPREF9136_2266 DNA recombination protein RmuC [Prevotella dentalis DSM 3688]	NA	NA	78738100	NA	47450500	NA
>HMPREF9136_2494 amidophosphoribosyltransferase [Prevotella dentalis DSM 3688]	NA	NA	NA	915601	NA	NA
>HMPREF9137_0109 protein ExsB [Prevotella denticola F0289]	3073330	3342160	7912660	17968900	5105060	13568800
>HMPREF9137_1729 site-specific recombinase, phage integrase family [Prevotella denticola F0289]	NA	NA	NA	NA	NA	2087090
>HMPREF9137_2332 dihydrodipicolinate synthase [Prevotella denticola F0289]	785225	832190	5466960	2723380	NA	733382
>HMPREF9138_00165 hypothetical protein [Prevotella histicola F0411]	623732000	578376000	460179000	254255000	NA	NA
>HMPREF9138_01235 hypothetical protein [Prevotella histicola F0411]	NA	NA	NA	254255000	238656000	250160000
>HMPREF9138_01467 hypothetical protein [Prevotella histicola F0411]	NA	NA	NA	254255000	NA	250160000
>HMPREF9138_01658 hypothetical protein [Prevotella histicola F0411]	NA	NA	NA	NA	NA	NA
>HMPREF9138_02234 hypothetical protein [Prevotella histicola F0411]	NA	NA	NA	NA	238656000	NA
>HMPREF9140_00016 hypothetical protein [Prevotella micans F0438]	NA	NA	NA	254255000	238656000	NA
>HMPREF9140_00469 hypothetical protein [Prevotella micans F0438]	NA	NA	NA	254255000	NA	NA
>HMPREF9140_00524 pyridoxal biosynthesis lyase pdxS [Prevotella micans F0438]	NA	NA	3921480	NA	NA	NA
>HMPREF9140_00886 hypothetical protein [Prevotella micans F0438]	NA	NA	460179000	254255000	NA	NA
>HMPREF9140_01856 hypothetical protein [Prevotella micans F0438]	NA	NA	NA	254255000	238656000	NA
>HMPREF9141_0798 DNA-binding helix-turn-helix protein [Prevotella multiformis DSM 16608]	NA	NA	NA	NA	NA	NA
>HMPREF9141_2279 hypothetical protein [Prevotella multiformis DSM 16608]	NA	NA	NA	NA	NA	NA
>HMPREF9144_0055 hypothetical protein [Prevotella pallens ATCC 700821]	623732000	578376000	NA	254255000	NA	NA
>HMPREF9144_0263 type II restriction enzyme HgAI [Prevotella pallens ATCC 700821]	NA	NA	NA	NA	NA	NA
>HMPREF9144_1873 hypothetical protein [Prevotella pallens ATCC 700821]	NA	NA	NA	NA	NA	NA
>HMPREF9145_0064 hypothetical protein [Prevotella salivae F0493]	NA	NA	NA	NA	NA	NA
>HMPREF9145_0284 peptidase T [Prevotella salivae F0493]	NA	NA	NA	NA	NA	NA
>HMPREF9145_0484 50S ribosomal protein L6 [Prevotella salivae F0493]	NA	NA	6131470	NA	NA	1653700
>HMPREF9145_1427 putative lipoprotein [Prevotella salivae F0493]	NA	NA	NA	26228600	NA	NA
>HMPREF9145_2365 putative phosphoserine transaminase [Prevotella salivae F0493]	NA	NA	68586000	26228600	NA	NA
>HMPREF9151_00116 hypothetical protein [Prevotella saccharolytica F0055]	NA	NA	NA	NA	NA	250160000
>HMPREF9151_00609 alpha-2-macroglobulin family protein [Prevotella saccharolytica F0055]	NA	70387400	29080000	NA	NA	NA
>HMPREF9151_00728 ribosomal protein L9 [Prevotella saccharolytica F0055]	29345100	8233450	21238500	5499140	3232570	5768560
>HMPREF9151_00825 SusD family protein [Prevotella saccharolytica F0055]	NA	NA	NA	NA	NA	NA
>HMPREF9151_01269 efflux transporter, RND family, MFP subunit [Prevotella saccharolytica F0055]	NA	3840300	NA	NA	NA	NA
>HMPREF9151_01297 UDP-N-acetylglucosamine 1-carboxyvinyltransferase [Prevotella saccharolytica F0055]	NA	NA	NA	3637020	NA	NA
>HMPREF9151_01427 TrkA protein [Prevotella saccharolytica F0055]	2132960	2470840	NA	NA	NA	NA
>HMPREF9151_01723 putative oxidative stress regulatory protein OxyR [Prevotella saccharolytica F0055]	NA	NA	68586000	26228600	11536100	37070000
>HMPREF9151_01886 hypothetical protein [Prevotella saccharolytica F0055]	NA	NA	NA	NA	NA	NA
>HMPREF9153_0338 ribonuclease H [Propionibacterium avidum ATCC 25577]	2344360	3361540	NA	NA	NA	606855
>HMPREF9153_0749 hypothetical protein [Propionibacterium avidum ATCC 25577]	623732000	578376000	460179000	254255000	238656000	250160000
>HMPREF9153_1072 histidinol-phosphate transaminase [Propionibacterium avidum ATCC 25577]	NA	NA	NA	2332770	2121910	NA
>HMPREF9153_1583 glutamyl-Q tRNA(Asp) synthetase [Propionibacterium avidum ATCC 25577]	NA	NA	NA	NA	NA	NA
>HMPREF9154_0919 fructose-bisphosphate aldolase, class II [Propionibacterium propionicum F0230a]	NA	NA	NA	NA	NA	NA
>HMPREF9154_1067 glyceraldehyde-3-phosphate dehydrogenase, type I [Propionibacterium propionicum F0230a]	NA	76445500	278496000	78448400	NA	NA
>HMPREF9154_1434 thioredoxin [Propionibacterium propionicum F0230a]	NA	NA	NA	NA	64508	NA
>HMPREF9154_2286 translation elongation factor Tu [Propionibacterium propionicum F0230a]	NA	NA	NA	NA	NA	NA
>HMPREF9154_2479 hypothetical protein [Propionibacterium propionicum F0230a]	NA	NA	NA	254255000	238656000	NA
>HMPREF9154_2708 hypothetical protein [Propionibacterium propionicum F0230a]	NA	NA	NA	NA	NA	NA
>HMPREF9154_3160 ferritin-like protein [Propionibacterium propionicum F0230a]	NA	NA	NA	89867.9	NA	NA
>HMPREF9156_00390 hypothetical protein [Scardovia wiggsiae F0424]	623732000	578376000	460179000	254255000	NA	NA
>HMPREF9156_00604 pullulanase, type I [Scardovia wiggsiae F0424]	NA	NA	NA	NA	NA	NA
>HMPREF9156_00808 ParB-like partition protein [Scardovia wiggsiae F0424]	1038340	1009060	7018200	1948900	330018	2137890
>HMPREF9156_01107 ribose-phosphate pyrophosphokinase [Scardovia wiggsiae F0424]	68438200	83426600	190012000	60105200	4014120	63033000
>HMPREF9156_01126 DNA protecting protein DprA [Scardovia wiggsiae F0424]	NA	NA	78738100	NA	NA	NA
>HMPREF9161_00126 hypothetical protein [Selenomonas sp. F0473]	NA	NA	NA	NA	238656000	250160000
>HMPREF9161_00324 alanine-tRNA ligase [Selenomonas sp. F0473]	NA	NA	NA	175852	NA	NA
>HMPREF9162_0104 phage capsid family [Selenomonas sp. oral taxon 137 str. F0430]	29395600	25332100	53757100	16305900	516068	NA
>HMPREF9162_1170 Ser/Thr phosphatase family protein [Selenomonas sp. oral taxon 137 str. F0430]	27900400	47971500	69218600	47441200	145703000	107763000
>HMPREF9163_00602 fumarate hydratase, class II [Selenomonas sp. oral taxon 138 str. F0429]	23239000	NA	NA	1383730	1661140	2765440
>HMPREF9163_01699 hypothetical protein [Selenomonas sp. oral taxon 138 str. F0429]	NA	NA	NA	NA	238656000	250160000
>HMPREF9166_1153 ABC transporter, ATP-binding protein [Selenomonas sp. oral taxon 149 str. 67H29BP]	NA	NA	NA	NA	NA	NA
>HMPREF9166_1514 hypothetical protein [Selenomonas sp. oral taxon 149 str. 67H29BP]	NA	NA	NA	NA	NA	NA
>HMPREF9166_2125 ribosome biogenesis GTPase Era [Selenomonas sp. oral taxon 149 str. 67H29BP]	NA	NA	NA	NA	NA	NA
>HMPREF9171_0163 glycosyltransferase, family 8 [Streptococcus agalactiae ATCC 13813]	NA	NA	NA	4649770	6460600	1900170
>HMPREF9171_0913 ATP-dependent Clp protease, ATP-binding subunit ClpX [Streptococcus agalactiae ATCC 13813]	NA	NA	NA	3926290	3337710	NA
>HMPREF9171_1375 hypothetical protein [Streptococcus agalactiae ATCC 13813]	623732000	578376000	460179000	254255000	238656000	250160000
>HMPREF9171_1446 nisin biosynthesis protein NisC [Streptococcus agalactiae ATCC 13813]	NA	NA	NA	NA	1361490	NA
>HMPREF9171_1679 DNA-binding helix-turn-helix protein [Streptococcus agalactiae ATCC 13813]	NA	NA	NA	4466620	1167880	2199490
>HMPREF9171_1936 type I site-specific deoxyribonuclease, HsdR family [Streptococcus agalactiae ATCC 13813]	NA	NA	NA	NA	NA	NA
>HMPREF9176_0778 hydrolase, P-loop family [Streptococcus downei F0415]	NA	NA	5265550	6091550	NA	2574060
>HMPREF9176_1138 ISSag3, transposase [Streptococcus downei F0415]	NA	NA	NA	NA	1714170	NA
>HMPREF9176_1200 ABC transporter, ATP-binding protein [Streptococcus downei F0415]	NA	NA	NA	NA	NA	NA
>HMPREF9176_1248 exonuclease SbcCD, C subunit [Streptococcus downei F0415]	NA	NA	NA	5295480	NA	NA
>HMPREF9176_1545 bifunctional protein FolC [Streptococcus downei F0415]	11449900	16190800	5245480	3146340	1571150	5768690
>HMPREF9178_0183 protein-(glutamine-N5) methyltransferase, release factor-specific [Streptococcus mitis bv. 2 str. F0392]	NA	NA	NA	NA	NA	NA
>HMPREF9178_1280 rRNA large subunit m3Psi methyltransferase RlmH [Streptococcus mitis bv. 2 str. F0392]	6113790	8340810	21734700	8207880	7931080	58457900
>HMPREF9180_0194 nisin biosynthesis regulatory protein NisR [Streptococcus peroris ATCC 700780]	NA	NA	NA	NA	1361490	NA
>HMPREF9180_0336 hypothetical protein [Streptococcus peroris ATCC 700780]	NA	NA	NA	NA	NA	NA
>HMPREF9180_0602 HAD hydrolase, TIGR01457 family [Streptococcus peroris ATCC 700780]	NA	NA	NA	2260030	NA	2548740
>HMPREF9182_0636 hypothetical protein [Streptococcus sp. oral taxon 056 str. F0418]	NA	NA	NA	NA	NA	NA
>HMPREF9182_1137 hypothetical protein [Streptococcus sp. oral taxon 056 str. F0418]	NA	NA	NA	NA	NA	NA
>HMPREF9182_1544 glutamine synthetase, type I [Streptococcus sp. oral taxon 056 str. F0418]	NA	NA	NA	1097110	9710090	493580
>HMPREF9182_1972 hypothetical protein [Streptococcus sp. oral taxon 056 str. F0418]	NA	NA	NA	NA	NA	NA
>HMPREF9184_01449 efflux ABC transporter, permease protein [Streptococcus sp. oral taxon 058 str. F0407]	NA	NA	1796860	NA	NA	NA
>HMPREF9186_00474 hypothetical protein [Streptococcus sp. F0442]	NA	NA	NA	254255000	238656000	250160000
>HMPREF9188_01296 hypothetical protein [Streptococcus sp. F0441]	NA	578376000	460179000	254255000	238656000	250160000
>HMPREF9192_0238 ABC transporter, permease protein [Streptococcus vestibularis F0396]	NA	NA	35987900	NA	NA	NA
>HMPREF9192_0284 HAD hydrolase, family IA, variant 3 [Streptococcus vestibularis F0396]	NA	NA	NA	2260030	NA	NA
>HMPREF9192_1166 divergent AAA domain protein [Streptococcus vestibularis F0396]	NA	NA	NA	618323	NA	NA
>HMPREF9192_1470 phospholipase D domain protein [Streptococcus vestibularis F0396]	NA	NA	NA	NA	NA	NA
>HMPREF9194_00417 hypothetical protein [Treponema maltophilum ATCC 51939]	NA	NA	NA	NA	238656000	NA
>HMPREF9194_00829 chaperone ClpB [Treponema maltophilum ATCC 51939]	NA	1731550	9005690	7761510	1202530	1521560
>HMPREF9194_00963 hypothetical protein [Treponema maltophilum ATCC 51939]	623732000	NA	NA	254255000	NA	250160000
>HMPREF9194_01025 hypothetical protein [Treponema maltophilum ATCC 51939]	NA	NA	NA	NA	238656000	250160000
>HMPREF9194_01136 replicative DNA helicase [Treponema maltophilum ATCC 51939]	NA	NA	NA	NA	NA	NA
>HMPREF9194_01272 hypothetical protein [Treponema maltophilum ATCC 51939]	623732000	578376000	460179000	254255000	NA	NA
>HMPREF9194_01649 UvrABC system protein B [Treponema maltophilum ATCC 51939]	5693390	9589940	NA	1043530	NA	NA
>HMPREF9194_01980 adenylate kinase [Treponema maltophilum ATCC 51939]	NA	670730	1362310	622071	150310	1890660
>HMPREF9195_00152 hypothetical protein [Treponema medium ATCC 700293]	NA	NA	NA	NA	NA	NA
>HMPREF9195_00385 flagellar filament core protein [Treponema medium ATCC 700293]	NA	NA	NA	3386420	NA	NA
>HMPREF9195_01150 arginine deiminase [Treponema medium ATCC 700293]	8700570	8543070	NA	10291900	NA	NA
>HMPREF9195_01236 flagellar filament core protein [Treponema medium ATCC 700293]	3091530	2346760	6048350	3386420	NA	NA
>HMPREF9195_02104 hypothetical protein [Treponema medium ATCC 700293]	NA	NA	NA	NA	NA	NA
>HMPREF9195_02140 hypothetical protein [Treponema medium ATCC 700293]	NA	NA	NA	254255000	238656000	250160000
>HMPREF9195_02250 hypothetical protein [Treponema medium ATCC 700293]	NA	NA	NA	NA	NA	NA
>HMPREF9199_0759 Ser/Thr phosphatase family protein [Veillonella sp. oral taxon 158 str. F0412]	NA	NA	NA	47441200	NA	107763000
>HMPREF9200_0571 thiol reductant ABC exporter, CydD subunit [Veillonella sp. oral taxon 780 str. F0422]	NA	NA	103894	456992	NA	42231.3
>HMPREF9331_01772 hypothetical protein [Capnocytophaga granulosa ATCC 51502]	NA	NA	NA	254255000	238656000	250160000
>HMPREF9332_00351 hypothetical protein [Alloprevotella rava F0323]	NA	NA	NA	254255000	238656000	NA
>HMPREF9332_00915 hypothetical protein [Alloprevotella rava F0323]	NA	NA	NA	NA	238656000	NA
>HMPREF9332_01204 hypothetical protein [Alloprevotella rava F0323]	NA	NA	NA	254255000	NA	NA
>HMPREF9332_01207 hypothetical protein [Alloprevotella rava F0323]	NA	NA	NA	254255000	238656000	250160000
>HMPREF9332_01254 hypothetical protein [Alloprevotella rava F0323]	NA	578376000	NA	254255000	238656000	250160000
>HMPREF9332_01282 hypothetical protein [Alloprevotella rava F0323]	NA	NA	460179000	NA	NA	NA
>HMPREF9332_01903 hypothetical protein [Alloprevotella rava F0323]	NA	NA	NA	254255000	238656000	250160000
>HMPREF9333_00348 hypothetical protein [Johnsonella ignava ATCC 51276]	NA	NA	NA	254255000	NA	250160000
>HMPREF9333_00654 hypothetical protein [Johnsonella ignava ATCC 51276]	NA	NA	NA	NA	NA	NA
>HMPREF9333_00873 hypothetical protein [Johnsonella ignava ATCC 51276]	623732000	578376000	460179000	254255000	238656000	250160000
>HMPREF9333_01177 hypothetical protein [Johnsonella ignava ATCC 51276]	NA	NA	NA	254255000	NA	250160000
>HMPREF9334_00424 glutamate-5-semialdehyde dehydrogenase [Selenomonas infelix ATCC 43532]	24855500	13620800	NA	NA	3836020	NA
>HMPREF9334_01749 hypothetical protein [Selenomonas infelix ATCC 43532]	NA	NA	NA	254255000	NA	NA
>HMPREF9335_00138 dihydrolipoyl dehydrogenase [Aggregatibacter aphrophilus F0387]	NA	NA	NA	NA	NA	43249.9
>HMPREF9335_00978 hypothetical protein [Aggregatibacter aphrophilus F0387]	NA	NA	460179000	254255000	238656000	250160000
>HMPREF9335_01677 3-deoxy-D-manno-octulosonic acid kinase [Aggregatibacter aphrophilus F0387]	NA	NA	NA	NA	NA	NA
>HMPREF9335_01917 hypothetical protein [Aggregatibacter aphrophilus F0387]	NA	NA	NA	NA	NA	NA
>HMPREF9335_01980 DNA translocase ftsK [Aggregatibacter aphrophilus F0387]	NA	NA	NA	NA	NA	NA
>HMPREF9353_00718 outer membrane protein assembly complex [Treponema denticola F0402]	27436200	NA	NA	25010900	21312900	16083100
>HMPREF9353_01047 hypothetical protein [Treponema denticola F0402]	NA	NA	NA	NA	NA	NA
>HMPREF9353_01988 cytidine deaminase [Treponema denticola F0402]	98526700	156180000	14672800	NA	NA	51465500
>HMPREF9353_02535 hypothetical protein [Treponema denticola F0402]	623732000	578376000	460179000	254255000	NA	NA
>HMPREF9369_00158 hypothetical protein [Fusobacterium nucleatum subsp. polymorphum F0401]	623732000	NA	460179000	254255000	NA	NA
>HMPREF9369_00337 hypothetical protein [Fusobacterium nucleatum subsp. polymorphum F0401]	NA	NA	460179000	NA	NA	NA
>HMPREF9369_00579 hypothetical protein [Fusobacterium nucleatum subsp. polymorphum F0401]	NA	NA	460179000	254255000	NA	NA
>HMPREF9369_00591 hypothetical protein [Fusobacterium nucleatum subsp. polymorphum F0401]	NA	NA	460179000	254255000	NA	NA
>HMPREF9369_00592 hypothetical protein [Fusobacterium nucleatum subsp. polymorphum F0401]	NA	NA	NA	254255000	NA	NA
>HMPREF9369_00789 hypothetical protein [Fusobacterium nucleatum subsp. polymorphum F0401]	NA	NA	460179000	254255000	NA	NA
>HMPREF9369_01050 hypothetical protein [Fusobacterium nucleatum subsp. polymorphum F0401]	NA	NA	460179000	254255000	NA	250160000
>HMPREF9369_01063 hypothetical protein [Fusobacterium nucleatum subsp. polymorphum F0401]	NA	NA	460179000	254255000	NA	NA
>HMPREF9369_01131 hypothetical protein [Fusobacterium nucleatum subsp. polymorphum F0401]	NA	NA	460179000	254255000	NA	NA
>HMPREF9369_01134 hypothetical protein [Fusobacterium nucleatum subsp. polymorphum F0401]	NA	NA	460179000	254255000	NA	NA
>HMPREF9369_01135 hypothetical protein [Fusobacterium nucleatum subsp. polymorphum F0401]	623732000	578376000	460179000	254255000	NA	NA
