ID	feature_category
>HMPREF9353_01047 hypothetical protein [Treponema denticola F0402]	bacteria
>HMPREF9353_01988 cytidine deaminase [Treponema denticola F0402]	bacteria
>HMPREF9353_02535 hypothetical protein [Treponema denticola F0402]	bacteria
>HMPREF9369_00158 hypothetical protein [Fusobacterium nucleatum subsp. polymorphum F0401]	bacteria
>HMPREF9369_00337 hypothetical protein [Fusobacterium nucleatum subsp. polymorphum F0401]	bacteria
>HMPREF9369_00579 hypothetical protein [Fusobacterium nucleatum subsp. polymorphum F0401]	bacteria
>HMPREF9369_00591 hypothetical protein [Fusobacterium nucleatum subsp. polymorphum F0401]	bacteria
>HMPREF9369_00592 hypothetical protein [Fusobacterium nucleatum subsp. polymorphum F0401]	bacteria
>HMPREF9369_00789 hypothetical protein [Fusobacterium nucleatum subsp. polymorphum F0401]	bacteria
>HMPREF9369_01050 hypothetical protein [Fusobacterium nucleatum subsp. polymorphum F0401]	bacteria
>HMPREF9369_01063 hypothetical protein [Fusobacterium nucleatum subsp. polymorphum F0401]	bacteria
>HMPREF9369_01131 hypothetical protein [Fusobacterium nucleatum subsp. polymorphum F0401]	bacteria
>HMPREF9369_01134 hypothetical protein [Fusobacterium nucleatum subsp. polymorphum F0401]	bacteria
>HMPREF9369_01135 hypothetical protein [Fusobacterium nucleatum subsp. polymorphum F0401]	bacteria
>HMPREF9369_01295 bifunctional 3-dehydroquinate synthase/phosphatase [Fusobacterium nucleatum subsp. polymorphum F0401]	bacteria
>HMPREF9369_01373 hypothetical protein [Fusobacterium nucleatum subsp. polymorphum F0401]	bacteria
>HMPREF9369_01374 hypothetical protein [Fusobacterium nucleatum subsp. polymorphum F0401]	bacteria
>HMPREF9369_01660 cold shock-like protein CspE [Fusobacterium nucleatum subsp. polymorphum F0401]	bacteria
>HMPREF9369_01675 flavodoxin [Fusobacterium nucleatum subsp. polymorphum F0401]	bacteria
>HMPREF9369_01688 hypothetical protein [Fusobacterium nucleatum subsp. polymorphum F0401]	bacteria
>HMPREF9369_01692 acetyl-CoA C-acetyltransferase [Fusobacterium nucleatum subsp. polymorphum F0401]	bacteria
>HMPREF9369_01702 hypothetical protein [Fusobacterium nucleatum subsp. polymorphum F0401]	bacteria
>HMPREF9369_01714 flavodoxin [Fusobacterium nucleatum subsp. polymorphum F0401]	bacteria
>HMPREF9369_01723 ribosomal subunit interface protein [Fusobacterium nucleatum subsp. polymorphum F0401]	bacteria
>HMPREF9369_01742 thioredoxin [Fusobacterium nucleatum subsp. polymorphum F0401]	bacteria
>HMPREF9369_02070 hypothetical protein [Fusobacterium nucleatum subsp. polymorphum F0401]	bacteria
>HMPREF9369_02220 tyrosine phenol-lyase [Fusobacterium nucleatum subsp. polymorphum F0401]	bacteria
>HMPREF9369_02299 hypothetical protein [Fusobacterium nucleatum subsp. polymorphum F0401]	bacteria
>HMPREF9369_02634 VirB4 family type IV secretion/conjugal transfer ATPase [Fusobacterium nucleatum subsp. polymorphum F0401]	bacteria
>HMPREF9369_02745 hypothetical protein [Fusobacterium nucleatum subsp. polymorphum F0401]	bacteria
>HMPREF9369_02940 oligopeptide/dipeptide ABC transporter, ATP-binding protein domain [Fusobacterium nucleatum subsp. polymorphum F0401]	bacteria
>HMPREF9369_03008 hypothetical protein [Fusobacterium nucleatum subsp. polymorphum F0401]	bacteria
>HMPREF9369_03064 hypothetical protein [Fusobacterium nucleatum subsp. polymorphum F0401]	bacteria
>HMPREF9381_1317 type IIS restriction enzyme FokI [Streptococcus sanguinis SK72]	bacteria
>HMPREF9384_0411 FmtA family protein [Streptococcus sanguinis SK160]	bacteria
>HMPREF9386_0753 GNAT family acetyltransferase [Streptococcus sanguinis SK330]	bacteria
>HMPREF9387_1318 hypothetical protein [Streptococcus sanguinis SK340]	bacteria
>HMPREF9389_1094 hypothetical protein [Streptococcus sanguinis SK355]	bacteria
>HMPREF9419_2120 DNA methylase [Prevotella nigrescens ATCC 33563]	bacteria
>HMPREF9421_0457 DltD C-terminal domain protein [Streptococcus australis ATCC 700641]	bacteria
>HMPREF9421_1168 pullulanase, type I [Streptococcus australis ATCC 700641]	bacteria
>HMPREF9421_1819 MTA/SAH nucleosidase [Streptococcus australis ATCC 700641]	bacteria
>HMPREF9421_1930 helicase C-terminal domain protein [Streptococcus australis ATCC 700641]	bacteria
>HMPREF9422_0542 DNA protecting protein DprA [Streptococcus cristatus ATCC 51100]	bacteria
>HMPREF9422_0679 ATPase/histidine kinase/DNA gyrase B/HSP90 domain protein [Streptococcus cristatus ATCC 51100]	bacteria
>HMPREF9422_1413 ATP-dependent metallopeptidase HflB [Streptococcus cristatus ATCC 51100]	bacteria
>HMPREF9422_1836 serine--tRNA ligase [Streptococcus cristatus ATCC 51100]	bacteria
>HMPREF9422_1957 SNF2 family N-terminal domain protein [Streptococcus cristatus ATCC 51100]	bacteria
>HMPREF9429_00043 lactate/malate dehydrogenase, NAD binding domain protein [Megasphaera micronuciformis F0359]	bacteria
>HMPREF9429_00352 ErfK/YbiS/YcfS/YnhG [Megasphaera micronuciformis F0359]	bacteria
>HMPREF9429_00447 dTMP kinase [Megasphaera micronuciformis F0359]	bacteria
>HMPREF9429_00567 ATPase/histidine kinase/DNA gyrase B/HSP90 domain protein [Megasphaera micronuciformis F0359]	bacteria
>HMPREF9429_00789 ATP-dependent nuclease subunit A [Megasphaera micronuciformis F0359]	bacteria
>HMPREF9429_01250 holo-[acyl-carrier-protein] synthase [Megasphaera micronuciformis F0359]	bacteria
>HMPREF9429_01476 peroxiredoxin [Megasphaera micronuciformis F0359]	bacteria
>HMPREF9430_00093 hypothetical protein [Solobacterium moorei F0204]	bacteria
>HMPREF9430_00602 hypothetical protein [Solobacterium moorei F0204]	bacteria
>HMPREF9430_00758 hypothetical protein [Solobacterium moorei F0204]	bacteria
>HMPREF9430_00809 ABC transporter, substrate-binding protein, family 5 [Solobacterium moorei F0204]	bacteria
>HMPREF9430_01036 ABC transporter, ATP-binding protein [Solobacterium moorei F0204]	bacteria
>HMPREF9430_01344 hypothetical protein [Solobacterium moorei F0204]	bacteria
>HMPREF9430_01568 hypothetical protein [Solobacterium moorei F0204]	bacteria
>HMPREF9430_01656 helicase, RecD/TraA family [Solobacterium moorei F0204]	bacteria
>HMPREF9431_00131 hypothetical protein [Prevotella oulorum F0390]	bacteria
>HMPREF9431_00247 hypothetical protein [Prevotella oulorum F0390]	bacteria
>HMPREF9431_01256 hypothetical protein [Prevotella oulorum F0390]	bacteria
>HMPREF9431_01927 hypothetical protein [Prevotella oulorum F0390]	bacteria
>HMPREF9431_02070 hypothetical protein [Prevotella oulorum F0390]	bacteria
>HMPREF9431_02158 hypothetical protein [Prevotella oulorum F0390]	bacteria
>HMPREF9682_00765 hypothetical protein [Streptococcus intermedius F0395]	bacteria
>HMPREF9682_00771 hypothetical protein [Streptococcus intermedius F0395]	bacteria
>HMPREF9682_01353 leucyl-tRNA synthetase [Streptococcus intermedius F0395]	bacteria
>HMPREF9682_01372 chaperonin [Streptococcus intermedius F0395]	bacteria
>HMPREF9721_01785 type I restriction-modification system, M subunit [Treponema denticola ATCC 35404]	bacteria
>HMPREF9721_02376 hypothetical protein [Treponema denticola ATCC 35404]	bacteria
>HMPREF9723_01184 hypothetical protein [Treponema denticola OTK]	bacteria
>HMPREF9723_01221 hypothetical protein [Treponema denticola OTK]	bacteria
>HMPREF9723_02566 flagellar filament core protein [Treponema denticola OTK]	bacteria
>HMPREF9725_02221 hypothetical protein [Treponema denticola H1-T]	bacteria
>HMPREF9728_01646 hypothetical protein [Treponema denticola US-Trep]	bacteria
>HMPREF9730_01050 hypothetical protein [Treponema denticola AL-2]	bacteria
>HMPREF9731_02478 hypothetical protein [Treponema denticola SP23]	bacteria
>HMPREF9732_01387 hypothetical protein [Treponema denticola SP32]	bacteria
>HMPREF9732_01388 hypothetical protein [Treponema denticola SP32]	bacteria
>HMPREF9732_01564 hypothetical protein [Treponema denticola SP32]	bacteria
>HMPREF9949_0089 NlpC/P60 family protein [Propionibacterium sp. CC003-HC2]	bacteria
>HMPREF9949_1709 hypothetical protein [Propionibacterium sp. CC003-HC2]	bacteria
>HMPREF9949_2265 ferrous iron transport protein B [Propionibacterium sp. CC003-HC2]	bacteria
>HMPREF9963_0764 LPXTG-motif cell wall anchor domain protein [Streptococcus dysgalactiae subsp. equisimilis SK1250]	bacteria
>HMPREF9964_0070 hypothetical protein [Streptococcus dysgalactiae subsp. equisimilis SK1249]	bacteria
>HMPREF9964_0828 resolvase, N-terminal domain protein [Streptococcus dysgalactiae subsp. equisimilis SK1249]	bacteria
>HMPREF9964_1087 ABC transporter, substrate-binding protein [Streptococcus dysgalactiae subsp. equisimilis SK1249]	bacteria
>HMPREF9965_0488 FtsK/SpoIIIE family protein [Streptococcus mitis bv. 2 str. SK95]	bacteria
>HMPREF9966_0633 ABC transporter, ATP-binding protein [Streptococcus anginosus SK52 = DSM 20563]	bacteria
>HMPREF9966_0808 transcriptional regulator, GntR family [Streptococcus anginosus SK52 = DSM 20563]	bacteria
>HMPREF9969_0532 hypothetical protein [Prevotella sp. oral taxon 306 str. F0472]	bacteria
>HMPREF9969_1763 hypothetical protein [Prevotella sp. oral taxon 306 str. F0472]	bacteria
>HMPREF9970_0458 H repeat-associated protein YhhI [Lachnoanaerobaculum saburreum F0468]	bacteria
>HMPREF9970_0845 [citrate (pro-3S)-lyase] ligase [Lachnoanaerobaculum saburreum F0468]	bacteria
>HMPREF9970_1024 SNF2 family N-terminal domain protein [Lachnoanaerobaculum saburreum F0468]	bacteria
>HMPREF9970_2192 acyl-ACP thioesterase [Lachnoanaerobaculum saburreum F0468]	bacteria
>HMPREF9996_01728 hypothetical protein [Aggregatibacter actinomycetemcomitans Y4]	bacteria
>HMPREF9996_02380 hypothetical protein [Aggregatibacter actinomycetemcomitans Y4]	bacteria
>HMPREF9997_00393 putative 3-isopropylmalate dehydrogenase [Corynebacterium durum F0235]	bacteria
>HMPREF9997_00536 MaoC-like protein [Corynebacterium durum F0235]	bacteria
>HMPREF9997_00657 DNA-directed RNA polymerase, beta subunit [Corynebacterium durum F0235]	bacteria
>HMPREF9997_01076 hypothetical protein [Corynebacterium durum F0235]	bacteria
>HMPREF9997_01461 putative lipoprotein releasing system, ATP-binding protein [Corynebacterium durum F0235]	bacteria
>HMPREF9997_01506 ribosomal protein S2 [Corynebacterium durum F0235]	bacteria
>HMPREF9997_01744 Tat pathway signal sequence domain protein [Corynebacterium durum F0235]	bacteria
>HMPREF9998_00873 tyrosine--tRNA ligase [Peptostreptococcus anaerobius VPI 4330 = DSM 2949]	bacteria
>HMPREF9998_00971 dinuclear metal center protein, YbgI family [Peptostreptococcus anaerobius VPI 4330 = DSM 2949]	bacteria
>HMPREF9998_01144 hypothetical protein [Peptostreptococcus anaerobius VPI 4330 = DSM 2949]	bacteria
>HMPREF9998_01595 electron transfer flavoprotein subunit alpha [Peptostreptococcus anaerobius VPI 4330 = DSM 2949]	bacteria
>HMPREF9999_00538 diaminopimelate dehydrogenase [Prevotella sp. oral taxon 473 str. F0040]	bacteria
>HMPREF9999_00933 GTP-binding protein TypA [Prevotella sp. oral taxon 473 str. F0040]	bacteria
>HMPREF9999_01050 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [Prevotella sp. oral taxon 473 str. F0040]	bacteria
>NEISUBOT_03579 haloacid dehalogenase-like hydrolase [Neisseria subflava NJ9703]	bacteria
>NEISUBOT_03932 hypothetical protein [Neisseria subflava NJ9703]	bacteria
>NEISUBOT_04378 sulfite reductase (NADPH) flavoprotein, alpha-component [Neisseria subflava NJ9703]	bacteria
>NEISUBOT_05552 exodeoxyribonuclease V, gamma subunit [Neisseria subflava NJ9703]	bacteria
>sp|O00151|PDLI1_HUMAN PDZ and LIM domain protein 1 OS=Homo sapiens OX=9606 GN=PDLIM1 PE=1 SV=4	human
>sp|O00154|BACH_HUMAN Cytosolic acyl coenzyme A thioester hydrolase OS=Homo sapiens OX=9606 GN=ACOT7 PE=1 SV=3	human
>sp|O00160|MYO1F_HUMAN Unconventional myosin-If OS=Homo sapiens OX=9606 GN=MYO1F PE=1 SV=3	human
>sp|O00161|SNP23_HUMAN Synaptosomal-associated protein 23 OS=Homo sapiens OX=9606 GN=SNAP23 PE=1 SV=1	human
>sp|O00165|HAX1_HUMAN HCLS1-associated protein X-1 OS=Homo sapiens OX=9606 GN=HAX1 PE=1 SV=2	human
>sp|O00170|AIP_HUMAN AH receptor-interacting protein OS=Homo sapiens OX=9606 GN=AIP PE=1 SV=2	human
>sp|O00194|RB27B_HUMAN Ras-related protein Rab-27B OS=Homo sapiens OX=9606 GN=RAB27B PE=1 SV=4	human
>sp|O00203|AP3B1_HUMAN AP-3 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP3B1 PE=1 SV=3	human
>sp|O00204|ST2B1_HUMAN Sulfotransferase family cytosolic 2B member 1 OS=Homo sapiens OX=9606 GN=SULT2B1 PE=1 SV=2	human
>sp|O00231|PSD11_HUMAN 26S proteasome non-ATPase regulatory subunit 11 OS=Homo sapiens OX=9606 GN=PSMD11 PE=1 SV=3	human
>sp|O00232|PSD12_HUMAN 26S proteasome non-ATPase regulatory subunit 12 OS=Homo sapiens OX=9606 GN=PSMD12 PE=1 SV=3	human
>sp|O00233|PSMD9_HUMAN 26S proteasome non-ATPase regulatory subunit 9 OS=Homo sapiens OX=9606 GN=PSMD9 PE=1 SV=3	human
>sp|O00244|ATOX1_HUMAN Copper transport protein ATOX1 OS=Homo sapiens OX=9606 GN=ATOX1 PE=1 SV=1	human
>sp|O00267|SPT5H_HUMAN Transcription elongation factor SPT5 OS=Homo sapiens OX=9606 GN=SUPT5H PE=1 SV=1	human
>sp|O00299|CLIC1_HUMAN Chloride intracellular channel protein 1 OS=Homo sapiens OX=9606 GN=CLIC1 PE=1 SV=4	human
>sp|O00303|EIF3F_HUMAN Eukaryotic translation initiation factor 3 subunit F OS=Homo sapiens OX=9606 GN=EIF3F PE=1 SV=1	human
>sp|O00391|QSOX1_HUMAN Sulfhydryl oxidase 1 OS=Homo sapiens OX=9606 GN=QSOX1 PE=1 SV=3	human
>sp|O00410|IPO5_HUMAN Importin-5 OS=Homo sapiens OX=9606 GN=IPO5 PE=1 SV=4	human
>sp|O00442|RTCA_HUMAN RNA 3'-terminal phosphate cyclase OS=Homo sapiens OX=9606 GN=RTCA PE=1 SV=1	human
>sp|O00483|NDUA4_HUMAN Cytochrome c oxidase subunit NDUFA4 OS=Homo sapiens OX=9606 GN=NDUFA4 PE=1 SV=1	human
>sp|O00487|PSDE_HUMAN 26S proteasome non-ATPase regulatory subunit 14 OS=Homo sapiens OX=9606 GN=PSMD14 PE=1 SV=1	human
>sp|O00505|IMA4_HUMAN Importin subunit alpha-4 OS=Homo sapiens OX=9606 GN=KPNA3 PE=1 SV=2	human
>sp|O00515|LAD1_HUMAN Ladinin-1 OS=Homo sapiens OX=9606 GN=LAD1 PE=1 SV=2	human
>sp|O00534|VMA5A_HUMAN von Willebrand factor A domain-containing protein 5A OS=Homo sapiens OX=9606 GN=VWA5A PE=2 SV=2	human
>sp|O00560|SDCB1_HUMAN Syntenin-1 OS=Homo sapiens OX=9606 GN=SDCBP PE=1 SV=1	human
>sp|O00567|NOP56_HUMAN Nucleolar protein 56 OS=Homo sapiens OX=9606 GN=NOP56 PE=1 SV=4	human
>sp|O00571|DDX3X_HUMAN ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=3	human
>sp|O00584|RNT2_HUMAN Ribonuclease T2 OS=Homo sapiens OX=9606 GN=RNASET2 PE=1 SV=2	human
>sp|O00602|FCN1_HUMAN Ficolin-1 OS=Homo sapiens OX=9606 GN=FCN1 PE=1 SV=2	human
>sp|O00754|MA2B1_HUMAN Lysosomal alpha-mannosidase OS=Homo sapiens OX=9606 GN=MAN2B1 PE=1 SV=3	human
>sp|O00764|PDXK_HUMAN Pyridoxal kinase OS=Homo sapiens OX=9606 GN=PDXK PE=1 SV=1	human
>sp|O14579|COPE_HUMAN Coatomer subunit epsilon OS=Homo sapiens OX=9606 GN=COPE PE=1 SV=3	human
>sp|O14617|AP3D1_HUMAN AP-3 complex subunit delta-1 OS=Homo sapiens OX=9606 GN=AP3D1 PE=1 SV=1	human
>sp|O14618|CCS_HUMAN Copper chaperone for superoxide dismutase OS=Homo sapiens OX=9606 GN=CCS PE=1 SV=1	human
>sp|O14732|IMPA2_HUMAN Inositol monophosphatase 2 OS=Homo sapiens OX=9606 GN=IMPA2 PE=1 SV=1	human
>sp|O14737|PDCD5_HUMAN Programmed cell death protein 5 OS=Homo sapiens OX=9606 GN=PDCD5 PE=1 SV=3	human
>sp|O14744|ANM5_HUMAN Protein arginine N-methyltransferase 5 OS=Homo sapiens OX=9606 GN=PRMT5 PE=1 SV=4	human
>sp|O14745|NHRF1_HUMAN Na(+)/H(+) exchange regulatory cofactor NHE-RF1 OS=Homo sapiens OX=9606 GN=SLC9A3R1 PE=1 SV=4	human
>sp|O14773|TPP1_HUMAN Tripeptidyl-peptidase 1 OS=Homo sapiens OX=9606 GN=TPP1 PE=1 SV=2	human
>sp|O14777|NDC80_HUMAN Kinetochore protein NDC80 homolog OS=Homo sapiens OX=9606 GN=NDC80 PE=1 SV=1	human
>sp|O14791|APOL1_HUMAN Apolipoprotein L1 OS=Homo sapiens OX=9606 GN=APOL1 PE=1 SV=5	human
>sp|O14818|PSA7_HUMAN Proteasome subunit alpha type-7 OS=Homo sapiens OX=9606 GN=PSMA7 PE=1 SV=1	human
>sp|O14841|OPLA_HUMAN 5-oxoprolinase OS=Homo sapiens OX=9606 GN=OPLAH PE=1 SV=3	human
>sp|O14907|TX1B3_HUMAN Tax1-binding protein 3 OS=Homo sapiens OX=9606 GN=TAX1BP3 PE=1 SV=2	human
>sp|O14908|GIPC1_HUMAN PDZ domain-containing protein GIPC1 OS=Homo sapiens OX=9606 GN=GIPC1 PE=1 SV=2	human
>sp|O14933|UB2L6_HUMAN Ubiquitin/ISG15-conjugating enzyme E2 L6 OS=Homo sapiens OX=9606 GN=UBE2L6 PE=1 SV=4	human
>sp|O14949|QCR8_HUMAN Cytochrome b-c1 complex subunit 8 OS=Homo sapiens OX=9606 GN=UQCRQ PE=1 SV=4	human
>sp|O14964|HGS_HUMAN Hepatocyte growth factor-regulated tyrosine kinase substrate OS=Homo sapiens OX=9606 GN=HGS PE=1 SV=1	human
>sp|O14974|MYPT1_HUMAN Protein phosphatase 1 regulatory subunit 12A OS=Homo sapiens OX=9606 GN=PPP1R12A PE=1 SV=1	human
>sp|O14979|HNRDL_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=3	human
>sp|O14980|XPO1_HUMAN Exportin-1 OS=Homo sapiens OX=9606 GN=XPO1 PE=1 SV=1	human
>sp|O15020|SPTN2_HUMAN Spectrin beta chain, non-erythrocytic 2 OS=Homo sapiens OX=9606 GN=SPTBN2 PE=1 SV=3	human
>sp|O15067|PUR4_HUMAN Phosphoribosylformylglycinamidine synthase OS=Homo sapiens OX=9606 GN=PFAS PE=1 SV=4	human
>sp|O15143|ARC1B_HUMAN Actin-related protein 2/3 complex subunit 1B OS=Homo sapiens OX=9606 GN=ARPC1B PE=1 SV=3	human
>sp|O15144|ARPC2_HUMAN Actin-related protein 2/3 complex subunit 2 OS=Homo sapiens OX=9606 GN=ARPC2 PE=1 SV=1	human
>sp|O15145|ARPC3_HUMAN Actin-related protein 2/3 complex subunit 3 OS=Homo sapiens OX=9606 GN=ARPC3 PE=1 SV=3	human
>sp|O15162|PLS1_HUMAN Phospholipid scramblase 1 OS=Homo sapiens OX=9606 GN=PLSCR1 PE=1 SV=1	human
>sp|O15173|PGRC2_HUMAN Membrane-associated progesterone receptor component 2 OS=Homo sapiens OX=9606 GN=PGRMC2 PE=1 SV=1	human
>sp|O15212|PFD6_HUMAN Prefoldin subunit 6 OS=Homo sapiens OX=9606 GN=PFDN6 PE=1 SV=1	human
>sp|O15231|ZN185_HUMAN Zinc finger protein 185 OS=Homo sapiens OX=9606 GN=ZNF185 PE=1 SV=3	human
>sp|O15260|SURF4_HUMAN Surfeit locus protein 4 OS=Homo sapiens OX=9606 GN=SURF4 PE=1 SV=3	human
>sp|O15264|MK13_HUMAN Mitogen-activated protein kinase 13 OS=Homo sapiens OX=9606 GN=MAPK13 PE=1 SV=1	human
>sp|O15296|LX15B_HUMAN Arachidonate 15-lipoxygenase B OS=Homo sapiens OX=9606 GN=ALOX15B PE=1 SV=3	human
>sp|O15305|PMM2_HUMAN Phosphomannomutase 2 OS=Homo sapiens OX=9606 GN=PMM2 PE=1 SV=1	human
>sp|O15355|PPM1G_HUMAN Protein phosphatase 1G OS=Homo sapiens OX=9606 GN=PPM1G PE=1 SV=1	human
>sp|O15371|EIF3D_HUMAN Eukaryotic translation initiation factor 3 subunit D OS=Homo sapiens OX=9606 GN=EIF3D PE=1 SV=1	human
>sp|O15372|EIF3H_HUMAN Eukaryotic translation initiation factor 3 subunit H OS=Homo sapiens OX=9606 GN=EIF3H PE=1 SV=1	human
>sp|O15389|SIGL5_HUMAN Sialic acid-binding Ig-like lectin 5 OS=Homo sapiens OX=9606 GN=SIGLEC5 PE=1 SV=1	human
>sp|O15400|STX7_HUMAN Syntaxin-7 OS=Homo sapiens OX=9606 GN=STX7 PE=1 SV=4	human
>sp|O15427|MOT4_HUMAN Monocarboxylate transporter 4 OS=Homo sapiens OX=9606 GN=SLC16A3 PE=1 SV=1	human
